Ref,Val,Package,PosX,PosY,Rot,Side
"C1","1uF","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",66.357500,147.574000,270.000000,top
"C2","100nF","C_0805_HandSoldering",88.011000,143.802100,90.000000,top
"C3","100nF","C_0805_HandSoldering",112.077500,143.637000,90.000000,top
"U1","TLV74333PDBVR","SOT-23-5_HandSoldering",61.518800,150.202900,90.000000,top
"U2","SN74CBTD16211","TSSOP-56_6.1x14mm_P0.5mm",77.986400,144.183100,90.000000,top
"U3","SN74CBTD16211","TSSOP-56_6.1x14mm_P0.5mm",101.986400,144.183100,90.000000,top
